title,authors,source,url,published
10/31 Links Pt2: A season of bipartisan betrayal on antisemitism; When Conservative Leaders Lose Their Way; The Question JD Vance Needs to Answer,,Elder of Ziyon,https://elderofziyon.blogspot.com/2025/10/1031-links-pt2-season-of-bipartisan.html,2025-11-01T02:15:12Z
'If they're going to do it ... ': Trump doubles down on nuclear testing plan; underground tests on cards? - The Times of India,Toi World Desk,The Times of India,https://timesofindia.indiatimes.com/world/us/if-theyre-going-to-do-it-trump-doubles-down-on-nuclear-testing-plan-underground-tests-on-cards/articleshow/125008292.cms,2025-11-01T02:14:18Z
South Korea to woo China's Xi with state visit as APEC wraps up,Reuters,Market Screener,https://www.marketscreener.com/news/south-korea-to-woo-china-s-xi-with-state-visit-as-apec-wraps-up-ce7d5cd8dd89f422,2025-11-01T02:14:11Z
"Reagan-Thatcher, Trump-Takaichi, and Cold War II - The American Spectator | USA News and Politics",Francis P. Sempa,The American Spectator | USA News and Politics,https://spectator.org/reagan-thatcher-trump-takaichi-and-cold-war-ii/,2025-11-01T02:13:28Z
Polyamory in Somerville 5 Years After Legal Recognition: 22 Official Throuples and a Poly Mayoral Candidate - The American Spectator | USA News and Politics,Ellie Gardey Holmes,The American Spectator | USA News and Politics,https://spectator.org/polyamory-in-somerville-5-years-after-legal-recognition-22-official-throuples-and-a-poly-mayoral-candidate/,2025-11-01T02:13:19Z
South Korea October exports post surprise gain on strong demand for chips and ships,Reuters,Market Screener,https://www.marketscreener.com/news/south-korea-october-exports-post-surprise-gain-on-strong-demand-for-chips-and-ships-ce7d5cd8da8cf42d,2025-11-01T02:11:24Z
Trump efforts to help US coal undercut by export drop during trade war,,ABC News,https://abcnews.go.com/US/wireStory/trump-efforts-us-coal-undercut-export-drop-trade-127076971,2025-11-01T02:10:04Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce",,ABC News,https://abcnews.go.com/International/wireStory/apec-summit-close-south-korea-after-trump-xi-127077711,2025-11-01T02:05:44Z
Apec Summit: Xi and Lee to meet in South Korea as they seek better ties,,Firstpost,https://www.firstpost.com/world/apec-summi-xi-and-lee-to-meet-in-south-korea-as-they-seek-better-ties-13946874.html,2025-11-01T02:05:44Z
"The News Roundup For October 31, 2025 : 1A",,NPR,https://www.npr.org/2025/10/31/nx-s1-5593494/the-news-roundup-for-october-31-2025,2025-11-01T02:05:16Z
APEC summit draws to close as leaders strive for consensus on free trade,,The Korea Herald,https://www.koreaherald.com/article/10606520,2025-11-01T02:05:15Z
Xi Jinping impulsa cooperación China-Canadá en cumbre APEC 2025 ante tensiones con Trump - La Jornada San Luis,,La Jornada de San Luis,https://lajornadasanluis.com.mx/xi-jinping-impulsa-cooperacion-china-canada-en-cumbre-apec-2025-ante-tensiones-con-trump/,2025-11-01T02:00:13Z
Südkoreas Exporte im Oktober überraschend gestiegen - Starke Nachfrage nach Chips und Schiffen,Reuters,de.marketscreener.com,https://de.marketscreener.com/boerse-nachrichten/suedkoreas-exporte-im-oktober-ueberraschend-gestiegen-starke-nachfrage-nach-chips-und-schiffen-ce7d5cd8da8cf42d,2025-11-01T01:59:22Z
South Korea to woo China's Xi with state visit as APEC wraps up,,The Straits Times,https://www.straitstimes.com/asia/South-Korea-to-woo-Chinas-Xi-with-state-visit-as-APEC-wraps-up,2025-11-01T01:58:14Z
You'll find out soon: Trump dodges question on underground nuclear tests,,MoneyControl,https://www.moneycontrol.com/world/you-ll-find-out-soon-trump-dodges-question-on-underground-nuclear-tests-article-13646394.html,2025-11-01T01:57:58Z
"Video: Trump Akhirnya Bertemu Xi Jinping, Prabowo: Sangat Pengaruhi Ketenangan Dunia",Kompas Cyber Media,kgnow.com,https://www.kgnow.com/watch/1887019/trump-akhirnya-bertemu-xi-jinping-prabowo-sangat-pengaruhi-ketenangan-dunia,2025-11-01T01:54:57Z
Trump dan Kim Jong Un terlihat masih ingin akur - Apa alasannya? - BBC News Indonesia,,BBC,https://www.bbc.com/indonesia/articles/cn51q2e91kwo,2025-11-01T01:50:45Z
Xi y Lee sostendrán conversaciones en Corea del Sur para reconstruir las relaciones,,Diario La República,https://www.larepublica.co/globoeconomia/xi-y-lee-sostendran-conversaciones-en-corea-del-sur-para-reconstruir-las-relaciones-4261617,2025-11-01T01:49:11Z
'Veți afla foarte curând': Donald Trump vorbește despre posibilitatea reluării testelor nucleare subterane,Daniel Mihai Dragomir,Stiri pe surse,https://www.stiripesurse.ro/veti-afla-foarte-curand-donald-trump-vorbeste-despre-posibilitatea-reluarii-testelor-nucleare-subterane_3826514,2025-11-01T01:48:32Z
"Trump may have skipped APEC, but Xi is using it to sell China as the last defender of globalization",,ExBulletin,https://exbulletin.com/politics/3102078/,2025-11-01T01:48:00Z
A look at what happened in the US government this week,Matt Cudahy,KCCI,https://www.kcci.com/article/politics-recap-october-31-2025/69222519,2025-11-01T01:47:29Z
"Dólar fecha estável, e Bolsa bate novo recorde com dados de emprego do Brasil em foco - Farol da Bahia",,faroldabahia.com.br,https://www.faroldabahia.com.br/noticia/dolar-fecha-estavel-e-bolsa-bate-novo-recorde-com-dados-de-emprego-do-brasil-em-foco,2025-11-01T01:47:07Z
A look at what happened in the US government this week,Matt Cudahy,WLWT5,https://www.wlwt.com/article/politics-recap-october-31-2025/69222519,2025-11-01T01:46:32Z
"Akcje amerykańskie rosną na otwarciu: Nasdap rośnie o 1,5%, Amazon rośnie o 12% | Invezz PL",Utkarsh Roshan,Invezz,https://invezz.com/pl/wiadomosci/2025/10/31/akcje-amerykanskie-rosna-na-otwarciu-nasdap-rosnie-o-15-amazon-rosnie-o-12/,2025-11-01T01:46:02Z
"Japan PM says raised 'serious concerns' with Xi on South China Sea, Xinjiang",,Philstar.com,https://www.philstar.com/world/2025/11/01/2484142/japan-pm-says-raised-serious-concerns-xi-south-china-sea-xinjiang,2025-11-01T01:43:53Z
Diplomatic Balancing: South Korea Hosts Chinese President Amid Tense U.S.-China Ties | Law-Order,,Devdiscourse,https://www.devdiscourse.com/article/law-order/3680744-diplomatic-balancing-south-korea-hosts-chinese-president-amid-tense-us-china-ties,2025-11-01T01:43:17Z
APEC Summit: Trump's Truce with Xi Steals the Limelight | Business,,Devdiscourse,https://www.devdiscourse.com/article/business/3680743-apec-summit-trumps-truce-with-xi-steals-the-limelight,2025-11-01T01:42:43Z
Rosneft-linked oil tanker anchored off Mumbai amid US curbs,,ETEnergyworld.com,https://energy.economictimes.indiatimes.com/news/oil-and-gas/rosneft-linked-oil-tanker-anchored-off-mumbai-amid-us-curbs/125008223,2025-11-01T01:42:37Z
Xi delivers veiled warning to nations not to take the US' side,,Economic Times,https://economictimes.indiatimes.com/news/international/world-news/xi-delivers-veiled-warning-to-nations-not-to-take-the-us-side/articleshow/125008273.cms,2025-11-01T01:39:12Z
AP Business SummaryBrief at 8:51 p.m. EDT,,Imperial Valley Press Online,https://www.ivpressonline.com/business/ap-business-summarybrief-at-8-51-p-m-edt/article_fbc78330-1627-537d-b9ce-1ccaa1345679.html,2025-11-01T01:38:41Z
Pentagon chief joins Southeast Asian meet to shore up US ties - Asia & Pacific - The Jakarta Post,,The Jakarta Post,https://www.thejakartapost.com/world/2025/11/01/pentagon-chief-joins-southeast-asian-meet-to-shore-up-us-ties.html,2025-11-01T01:38:27Z
Crecen los temores en el mundo tras orden de Donald Trump de realizar pruebas de armas nucleares,,Semana.com   Últimas Noticias de Colombia y el Mundo,https://www.semana.com/mundo/articulo/crecen-los-temores-en-el-mundo-tras-orden-de-donald-trump-de-realizar-pruebas-de-armas-nucleares/202534/,2025-11-01T01:37:42Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Associated Press, Hyung-Jin Kim, Kim Tong-Hyung",KRQE 13,https://www.krqe.com/news/business/ap-apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/,2025-11-01T01:37:15Z
"US strategy of regime change over, focus now on stability: Tulsi Gabbard",Associated Press,Business Standard,https://www.business-standard.com/world-news/us-strategy-of-regime-change-over-focus-now-on-stability-tulsi-gabbard-125103101702_1.html,2025-11-01T01:36:54Z
AP Business SummaryBrief at 8:51 p.m. EDT,,Eagle-Tribune,https://www.eagletribune.com/region/ap-business-summarybrief-at-8-51-p-m-edt/article_82c496d8-0895-5230-b6ca-44ab7f848053.html,2025-11-01T01:36:49Z
"At APEC Meeting, Xi pledges wider opening up and inclusive growth",,China.org.cn,http://www.china.org.cn/2025-10/31/content_118154269.shtml,2025-11-01T01:35:24Z
Dollar Pushes Higher on Reduced Fed Rate Cut Speculation,Rich Asplund,Yahoo! Finance,https://finance.yahoo.com/news/dollar-pushes-higher-reduced-fed-193144692.html,2025-11-01T01:34:04Z
Oil prices steady as investors assess US-China trade truce,Scott DiSavino,Yahoo! Finance,https://finance.yahoo.com/news/oil-prices-steady-investors-assess-192411998.html,2025-11-01T01:33:56Z
Crude Prices Supported by Energy Demand Optimism,Rich Asplund,Yahoo! Finance,https://finance.yahoo.com/news/crude-prices-supported-energy-demand-191718127.html,2025-11-01T01:33:53Z
The Washington Post: Maduro pidió ayuda a Rusia y China,Carolina González,El Carabobeño,https://www.el-carabobeno.com/the-washington-post-maduro-pidio-ayuda-a-rusia-y-china/,2025-11-01T01:32:07Z
'China heft exportverbod Nexperia-chips op',,NRC,https://www.nrc.nl/nieuws/2025/11/01/china-heft-exportverbod-nexperia-chips-op-a4911564,2025-11-01T01:28:59Z
"斯科特*贝森特：中国在稀土问题上""开火""是""犯下真正错误"" - FT中文网",,英国金融时报中文版,https://www.ftchinese.com/interactive/237346,2025-11-01T01:28:58Z
AP News in Brief at 9:04 p.m. EDT,Associated Press,Idaho State Journal,https://www.idahostatejournal.com/news/national/ap-news-in-brief-at-9-04-p-m-edt/article_df37e126-bab0-5d91-aa80-38a09941da64.html,2025-11-01T01:28:07Z
Trump's Pacific Pivot - OpEd,John Feffer,Eurasia Review,https://www.eurasiareview.com/01112025-trumps-pacific-pivot-oped/,2025-11-01T01:25:10Z
Maduro pide a Putin ayuda antiaérea ante la amenaza de Trump de bombardear enclaves de los narcos en Venezuela,Guillermo Ortiz,El Español,https://www.elespanol.com/mundo/america/20251101/maduro-pide-putin-ayuda-antiaerea-amenaza-trump-bombardear-enclaves-narcos-venezuela/1003743995390_0.html,2025-11-01T01:25:08Z
"Markets Weekly Outlook - BoE Meeting in Focus, US Government Shutdown Continues - Action Forex",,Action Forex,https://www.actionforex.com/contributors/fundamental-analysis/617586-markets-weekly-outlook-boe-meeting-in-focus-us-government-shutdown-continues/,2025-11-01T01:24:54Z
AP Business SummaryBrief at 8:51 p.m. EDT,Associated Press,Beckley Register-Herald,https://www.register-herald.com/news/nation_world/ap-business-summarybrief-at-8-51-p-m-edt/article_c487e036-ae05-5687-b323-572db6894405.html,2025-11-01T01:24:34Z
"Why Kai Trump, 18, Was Granted an LPGA Sponsor's Exemption into the Annika",,Head Topics,https://us.headtopics.com/news/why-kai-trump-18-was-granted-an-lpga-sponsor-s-exemption-75196329,2025-11-01T01:24:20Z
AP Business SummaryBrief at 8:51 p.m. EDT,Associated Press,Bluefield Daily Telegraph,https://www.bdtonline.com/news/nation_world/ap-business-summarybrief-at-8-51-p-m-edt/article_a5d1c7fb-cee5-5115-b7a9-88be86e9e7b3.html,2025-11-01T01:22:58Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Associated Press, Kim Tong-Hyung, Hyung-Jin Kim",Goshen News,https://www.goshennews.com/news/national_news/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/article_1df226fa-eab4-5186-82fa-ca80c5cbfe7d.html,2025-11-01T01:22:34Z
"Muito do que contaram a Trump sobre Brasil não é verdade, diz irmão de Joesley - Portal Gurupi",,Portal Gurupí,https://portalgurupi.com.br/muito-do-que-contaram-a-trump-sobre-brasil-nao-e-verdade-diz-irmao-de-joesleyutm_sourcerss-mundoutm_mediumrssutm_campaignrssfeed/,2025-11-01T01:22:34Z
AP Business SummaryBrief at 8:51 p.m. EDT,Associated Press,McAlester News-Capital,https://www.mcalesternews.com/region/ap-business-summarybrief-at-8-51-p-m-edt/article_23bf92c6-83e1-5140-9a3a-467629b6fcf6.html,2025-11-01T01:22:12Z
AP Business SummaryBrief at 8:51 p.m. EDT,Associated Press,Enidnews.com,https://www.enidnews.com/region/ap-business-summarybrief-at-8-51-p-m-edt/article_d8578d76-60f4-5b9f-8920-12f3551a91de.html,2025-11-01T01:22:10Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Associated Press, Hyung-Jin Kim, Kim Tong-Hyung",The Sun Chronicle,https://www.thesunchronicle.com/business/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/article_aaed8cdd-3064-53a7-ab2c-5cc265d3a062.html,2025-11-01T01:21:58Z
AP News in Brief at 9:04 p.m. EDT,Associated Press,The Northern Virginia Daily,https://www.nvdaily.com/associated_press_national/ap-news-in-brief-at-9-04-p-m-edt/article_16598979-e70f-5c35-a2c7-eb56913b3e51.html,2025-11-01T01:21:50Z
AP News in Brief at 9:04 p.m. EDT,Associated Press,The Herald Journal,https://www.hjnews.com/nation/ap-news-in-brief-at-9-04-p-m-edt/article_e7620e8d-354c-5faf-b689-73e04b8e164a.html,2025-11-01T01:19:44Z
"How to Build an AI Startup: Go Big, Be Strange, Embrace Probable Doom",,Head Topics,https://us.headtopics.com/news/how-to-build-an-ai-startup-go-big-be-strange-embrace-75194722,2025-11-01T01:19:39Z
'Disastrous Signal' - US Veterans Slam Trump's Decision to Cut Troops From Russia's Doorstep,Alex Raufoglu,KyivPost,https://www.kyivpost.com/post/63411,2025-11-01T01:18:38Z
Trump Admin to reduce tariffs on China as Bakersfield businesses hope for economic relief,Chantaye Imani,KERO,https://www.turnto23.com/news/in-your-neighborhood/bakersfield/trump-admin-to-reduce-tariffs-on-china-as-bakersfield-businesses-hope-for-economic-relief,2025-11-01T01:17:03Z
Tensione alle stelle nel Mar dei Caraibi: rischio di escalation tra Stati Uniti e Venezuela,,Onlinenews,https://online-news.it/tensione-alle-stelle-nel-mar-dei-caraibi-rischio-di-escalation-tra-stati-uniti-e-venezuela/,2025-11-01T01:15:41Z
"Xi, Lee Will Hold Talks in South Korea Saturday to Rebuild Ties","James Mayger, Soo-hyang Choi",Bloomberg Business,https://www.bloomberg.com/news/articles/2025-11-01/xi-lee-will-hold-talks-in-south-korea-saturday-to-rebuild-ties,2025-11-01T01:14:05Z
"Quién es Rob Jetten, el diputado holandés con chances de ser primer ministro, comprometido con un jugador de hockey de Los Leones",,Perfil,https://www.perfil.com/noticias/internacional/quien-es-rob-jetten-el-diputado-holandes-con-chances-de-ser-primer-ministro-comprometido-con-un-jugador-de-hockey-de-los-leones.phtml,2025-11-01T01:13:53Z
"Maduro pede ajuda militar a Rússia, China e Irã, diz jornal",João Pedro Farah,O Antagonista,https://oantagonista.com.br/mundo/maduro-pede-ajuda-militar-a-russia-china-e-ira-diz-jornal/,2025-11-01T01:12:52Z
Federal judge blocks Trump order requiring citizenship proof on federal voter registration forms,Sophia Compton,Fox News,https://www.foxnews.com/politics/federal-judge-blocks-trump-order-requiring-citizenship-proof-federal-voter-registration-forms,2025-11-01T01:11:31Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce",,WRAL,https://www.wral.com/story/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/22224824/,2025-11-01T01:10:09Z
US Officials to Skip UN Climate Talks Trump Derides as a Scam,Clark Savage,Energy News Beat,https://energynewsbeat.co/us-officials-to-skip-un-climate-talks-trump-derides-as-a-scam/,2025-11-01T01:09:52Z
China akan terus usung multilateralisme usai bertemu Presiden Trump,Kuntum Khaira Riswan,Antara News Manado,https://manado.antaranews.com/berita/298713/china-akan-terus-usung-multilateralisme-usai-bertemu-presiden-trump,2025-11-01T01:09:42Z
Trump plays coy as world leaders condemn call for US nuclear testing after 32-year moratorium,,Malay Mail,https://www.malaymail.com/news/world/2025/11/01/trump-plays-coy-as-world-leaders-condemn-call-for-us-nuclear-testing-after-32-year-moratorium/196793,2025-11-01T01:09:19Z
Analysis: China's Xi has the advantage after his trade meeting with Trump,,ExBulletin,https://exbulletin.com/politics/3102058/,2025-11-01T01:07:20Z
Mercado de fletamento de portacontenedores sigue con tendencia al alza - PortalPortuario,Luis Alonso,PortalPortuario,https://portalportuario.cl/mercado-de-fletamento-de-portacontenedores-sigue-con-tendencia-al-alza/,2025-11-01T01:07:16Z
Why the US-China deal is the same thing,,ExBulletin,https://exbulletin.com/uncategorized/3102066/,2025-11-01T01:07:15Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Kim Tong-Hyung, Hyung-Jin Kim",Seattle Pi,https://www.seattlepi.com/news/world/article/apec-summit-to-close-in-south-korea-after-trump-21131965.php,2025-11-01T01:06:57Z
Trump and Takaichi bond over a mutual friend - and a mutual enemy | CNN,Betsy Klein,CNN,https://us.cnn.com/2025/10/31/asia/us-japan-trump-takaichi-analysis-intl-hnk,2025-11-01T01:05:59Z
Quiet unifier Pope Leo looks likely to lead buttoned-up papacy,,Irish Examiner,https://www.irishexaminer.com/opinion/commentanalysis/arid-41733867.html,2025-11-01T01:05:42Z
"""Taking all necessary steps,"" Navy Vice Chief on budding relations between Bangladesh and Pakistan",,China News,https://www.chinanews.net/news/278667521/taking-all-necessary-steps-navy-vice-chief-on-budding-relations-between-bangladesh-and-pakistan,2025-11-01T01:05:09Z
Menos de 60 líderes confirmados para la cumbre de COP30 en Brasil,,eldia.com.bo,https://eldia.com.bo/2025-10-31/internacional/menos-de-60-lideres-confirmados-para-la-cumbre-de-cop30-en-brasil.html,2025-11-01T01:04:04Z
"In Tokyo, Trump and Takaichi bonded over a mutual friend - and a mutual enemy",,Yahoo News,https://sg.news.yahoo.com/tokyo-trump-takaichi-bonded-over-235804142.html,2025-11-01T01:03:53Z
Democrats Oppose U.S. Nuclear Testing as China and Russia Expand Arsenals | The Gateway Pundit | by Antonio Graceffo,Antonio Graceffo,The Gateway Pundit,https://www.thegatewaypundit.com/2025/10/democrats-oppose-u-s-nuclear-testing-as-china/,2025-11-01T01:03:48Z
How rare earths became the next trade war weapon,,Hellenic Shipping News,https://www.hellenicshippingnews.com/how-rare-earths-became-the-next-trade-war-weapon/,2025-11-01T01:03:25Z
"Mientras Estados Unidos aumenta la presión, Venezuela suplica ayuda a Moscú y Beijing",,infobae,https://www.infobae.com/wapo/2025/11/01/mientras-estados-unidos-aumenta-la-presion-venezuela-suplica-ayuda-a-moscu-y-beijing/,2025-11-01T01:02:47Z
Trump says US tariffs on China cut by 10% immediately,,Hellenic Shipping News,https://www.hellenicshippingnews.com/trump-says-us-tariffs-on-china-cut-by-10-immediately/,2025-11-01T01:01:30Z
Respons Prabowo Ketika Trump Bertemu Xi Jinping,,KOMPAS.com,https://nasional.kompas.com/read/2025/11/01/07400441/respons-prabowo-ketika-trump-bertemu-xi-jinping,2025-11-01T01:01:02Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce",Associated Press,Market Beat,https://www.marketbeat.com/articles/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce-2025-10-31/,2025-11-01T01:00:55Z
Xi Jinping se erige como defensor del libre comercio en una APEC marcada por la ausencia de Trump,,El Nuevo Diario,https://elnuevodiario.com.do/xi-jinping-se-erige-como-defensor-del-libre-comercio-en-una-apec-marcada-por-la-ausencia-de-trump/,2025-11-01T01:00:16Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Associated Press, Hyung-Jin Kim, Kim Tong-Hyung",Owensboro Messenger-Inquirer,https://www.messenger-inquirer.com/ap/ap_international_news/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/article_b37aabca-c5a3-58e0-bc0c-3a7a6277543a.html,2025-11-01T00:59:10Z
China tegaskan akan terus usung multilateralisme,Komang Suparta,Antara News Mataram,https://mataram.antaranews.com/berita/500929/china-tegaskan-akan-terus-usung-multilateralisme,2025-11-01T00:58:56Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce - The Morning Sun",,SunOnline,"https://www.morningsun.net/stories/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce,267828",2025-11-01T00:58:52Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce",,myMotherLode.com,https://mymotherlode.com/news/world/10130068/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce.html,2025-11-01T00:58:35Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce",,Economic Times,https://economictimes.indiatimes.com/news/international/world-news/apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/articleshow/125008120.cms,2025-11-01T00:58:14Z
"Pionyang tilda de ""quimera"" la desnuclearización antes de cumbre entre Pekín y Seúl",,El Nuevo Diario,https://elnuevodiario.com.do/pionyang-tilda-de-quimera-la-desnuclearizacion-antes-de-cumbre-entre-pekin-y-seul/,2025-11-01T00:58:11Z
Die Mächtigen der Welt,,Kronen Zeitung,https://www.krone.at/das-freie-wort/6905548d1d0be356580e82b5,2025-11-01T00:57:46Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade truce","Associated Press, Kim Tong-Hyung, Hyung-Jin Kim",WOWK 13 Huntington,https://www.wowktv.com/news/u-s-world/ap-apec-summit-to-close-in-south-korea-after-trump-xi-agreed-on-trade-truce/,2025-11-01T00:56:09Z
Early Hydrogen-Iron Reactions Key to Planetary Habitability,,Head Topics,https://us.headtopics.com/news/early-hydrogen-iron-reactions-key-to-planetary-habitability-75197154,2025-11-01T00:53:58Z
Shipping sector skeptical Trump's latest trade truce with China will reverse import decline,,Hellenic Shipping News,https://www.hellenicshippingnews.com/shipping-sector-skeptical-trumps-latest-trade-truce-with-china-will-reverse-import-decline/,2025-11-01T00:52:55Z
"IA lliure i gratis, el model de Pequín",Carles Planas Bou,El Periódico de Catalunya,https://www.elperiodico.cat/ca/internacional/20251101/ia-lliure-gratis-model-pequin-123246240,2025-11-01T00:52:31Z
"APEC summit to close in South Korea after Trump, Xi agreed on trade...",,Daily Mail Online,https://www.dailymail.co.uk/wires/ap/article-15247853/APEC-summit-close-South-Korea-Trump-Xi-agreed-trade-truce.html,2025-11-01T00:51:13Z
Nvidia uncertain if return to China is closer after Trump-Xi meeting,,Economic Times,https://economictimes.indiatimes.com/news/international/business/nvidia-uncertain-if-return-to-china-is-closer-after-trump-xi-meeting/articleshow/125008102.cms,2025-11-01T00:50:32Z
L'absència de Trump a l'APEC deixa via lliure a la Xina per erigir-se en soci fiable,Adrián Foncillas,El Periódico de Catalunya,https://www.elperiodico.cat/ca/internacional/20251101/l-absencia-trump-l-apec-123246242,2025-11-01T00:50:28Z
Canada's other superpower problem,,dtNext.in,https://www.dtnext.in/edit/canadas-other-superpower-problem-851501,2025-11-01T00:49:56Z
Trump declines to rule out underground nuclear tests in US,,thesun.my,https://thesun.my/news/world-news/trump-underground-nuclear-tests-us/,2025-11-01T00:49:33Z
